ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0045669	positive regulation of osteoblast differentiation	3/149	79/18860	0.0379746835443038	4.80672840030584	3.02558979428795	0.0246979940991114	0.0451291090137103	0.0190909508519859	IL6/RUNX2/CTNNB1	3
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	3/149	79/18860	0.0379746835443038	4.80672840030584	3.02558979428795	0.0246979940991114	0.0451291090137103	0.0190909508519859	EGFR/IL6/IFNG	3
BP	GO:0140374	antiviral innate immune response	3/149	79/18860	0.0379746835443038	4.80672840030584	3.02558979428795	0.0246979940991114	0.0451291090137103	0.0190909508519859	RELA/TNF/CXCL10	3
BP	GO:0001958	endochondral ossification	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	COL1A1/RUNX2	2
BP	GO:0001975	response to amphetamine	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	SOD1/DRD2	2
BP	GO:0002837	regulation of immune response to tumor cell	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	AHR/MAPK3	2
BP	GO:0007588	excretion	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	ABCG2/DRD2	2
BP	GO:0008299	isoprenoid biosynthetic process	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	CYP1A1/HMGCR	2
BP	GO:0021801	cerebral cortex radial glia-guided migration	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	COL3A1/CTNNB1	2
BP	GO:0022030	telencephalon glial cell migration	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	COL3A1/CTNNB1	2
BP	GO:0030878	thyroid gland development	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	MAPK3/MAPK1	2
BP	GO:0035235	ionotropic glutamate receptor signaling pathway	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	ADRB2/APP	2
BP	GO:0036075	replacement ossification	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	COL1A1/RUNX2	2
BP	GO:0070168	negative regulation of biomineral tissue development	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	HIF1A/NOS3	2
BP	GO:0070723	response to cholesterol	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	F7/CES1	2
BP	GO:0090140	regulation of mitochondrial fission	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	PPARG/KDR	2
BP	GO:0090330	regulation of platelet aggregation	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	PRKCA/IL6	2
BP	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	2/149	31/18860	0.0645161290322581	8.1662697553583	3.56339803591495	0.0248193799632349	0.0451291090137103	0.0190909508519859	BCL2/BCL2L1	2
BP	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	5/149	208/18860	0.0240384615384615	3.04272070211668	2.64351585478609	0.0248419926539979	0.0451504575457564	0.019099981913865	PPARG/PPARA/TP53/HSPA5/CAV1	5
BP	GO:0002698	negative regulation of immune effector process	4/149	140/18860	0.0285714285714286	3.61649089165868	2.7729005120757	0.0251113413903676	0.0456200353430431	0.0192986272415727	TNF/AHR/MAPK3/IL10	4
BP	GO:0006022	aminoglycan metabolic process	3/149	80/18860	0.0375	4.74664429530201	2.9967024846799	0.0255154275421702	0.0462933903812289	0.0195834763826457	HAS2/EGF/IL1B	3
BP	GO:0042440	pigment metabolic process	3/149	80/18860	0.0375	4.74664429530201	2.9967024846799	0.0255154275421702	0.0462933903812289	0.0195834763826457	BCL2/HMOX1/ABCC1	3
BP	GO:1904063	negative regulation of cation transmembrane transport	3/149	80/18860	0.0375	4.74664429530201	2.9967024846799	0.0255154275421702	0.0462933903812289	0.0195834763826457	BCL2/MMP9/CAV1	3
BP	GO:0120032	regulation of plasma membrane bounded cell projection assembly	5/149	210/18860	0.0238095238095238	3.01374240971556	2.6186539487335	0.0257520715650106	0.0467023376460651	0.0197564731978868	HSP90AA1/GSK3B/AKT1/ICAM1/CAV1	5
BP	GO:0001773	myeloid dendritic cell activation	2/149	32/18860	0.0625	7.91107382550336	3.4915831714462	0.0263389179556627	0.0475533894738037	0.020116493348316	IL4/IL10	2
BP	GO:0002230	positive regulation of defense response to virus by host	2/149	32/18860	0.0625	7.91107382550336	3.4915831714462	0.0263389179556627	0.0475533894738037	0.020116493348316	HSP90AA1/STAT1	2
BP	GO:0002834	regulation of response to tumor cell	2/149	32/18860	0.0625	7.91107382550336	3.4915831714462	0.0263389179556627	0.0475533894738037	0.020116493348316	AHR/MAPK3	2
BP	GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	2/149	32/18860	0.0625	7.91107382550336	3.4915831714462	0.0263389179556627	0.0475533894738037	0.020116493348316	STAT3/IL6	2
BP	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	2/149	32/18860	0.0625	7.91107382550336	3.4915831714462	0.0263389179556627	0.0475533894738037	0.020116493348316	PLAU/MMP9	2
